Time [s],Linear Acceleration x [m/s^2],Linear Acceleration y [m/s^2],Linear Acceleration z [m/s^2]
45,-0.007164500269764396,0.1338058907930152,0.9161632670770106
46,-0.11296532803112434,-0.0801926305582561,0.8940409657158327
47,-0.12453029190586318,0.1502841370915865,0.7011297482965188
48,-0.022649732216319416,-0.042999202557081784,0.5422507361886549
49,-0.10673890163834257,0.05431331578772998,0.5251306445658572
50,0.20077935666266705,-0.16516706850918914,0.3807546809173262
51,0.02913751205151879,0.04430180740892219,0.10070588671081052
52,-0.010565454560857718,0.13378953217315728,0.15257627489538556
53,0.032227396410177064,-0.008708137787008399,0.1795883062000722
54,0.08168643938135764,0.08402217415464226,-0.049200071537429904
55,-0.14757771236828507,0.17085150890507622,-0.2967101303120516
56,0.20456357210426704,0.15093665472342468,-0.22132487841572127
57,-0.16892031825378695,-0.008326332489829514,-0.25377591481627465
58,-0.03256829407500969,0.08207864745108674,-0.0064256671785679065
59,-0.02430429695926964,-0.04089916894596271,-0.08372188744115817
60,0.059415768489615564,-0.06609040605468072,-0.022657323446654012
61,-0.138232154513085,0.07417334547423197,0.1163525188060196
62,-0.12319538432409459,0.2403097192432828,0.15732017848861923
63,0.02886657725781469,0.1609284831961077,0.39764528263586
64,0.07148610342009724,-0.01530783710685573,0.4952709481439349
65,0.10714441522994063,-0.07340642202504671,0.705486870010861
66,-0.016457098773056043,0.057734835372856924,0.7792621167589867
67,0.0357594389375178,0.1546171002098016,0.7874590391335194
68,0.028269060942867342,0.17147173156768372,1.1014775127412881
69,-0.028385423977300008,0.08014862588661438,1.1925412427251467
70,0.06331495946204176,0.06230433802661746,1.323188729740519
71,0.07052448796358722,0.13902084490058073,1.1156135091073422
72,-0.04919627890969821,-0.07964462798130836,1.124231987663076
73,-0.024833979643331755,0.12706474397316858,1.057907898629738
74,0.050011097433333776,-0.08024681756597273,0.8293329317510334
75,-0.14313091141956386,0.04002836406796827,0.7823902881225934
76,-0.0004115222958039728,0.010162349742623956,0.5365810660709615
77,0.004445615589571589,-0.05860582419441943,0.36849019033815045
78,-0.1420097567652657,0.05415901726348237,0.22084320914462124
79,0.13052463364006014,0.12163420304360316,-0.08541238086645997
80,0.09748333640751161,0.03762890647876721,0.022948513199380863
81,0.18598732602603338,0.038948319015806136,-0.03535694180408265
82,-0.04181228271545259,0.10756200016772288,0.09758979645174493
83,-0.006845221081952309,0.10213573778387591,-0.30261594642213824
84,0.10791382537264826,0.0650431442961782,-0.1246014143951151
85,0.00103686535934483,0.03663528090610207,0.007279751401162313
86,-0.08905368502526906,-0.08145346780428876,0.16788233169455435
87,-0.08740500804265483,-0.028215825504020905,0.22502428058563542
88,0.030122113525913232,-0.027541340187885406,0.40358039541043433
89,-0.13198361155963415,0.11632898590271344,0.50699994439723
90,-0.13686309889235768,0.0742700424765848,0.6263660877197579
91,-0.07060663305017321,-0.04318784705662329,0.8500625269703298
92,0.2340822360947816,-0.09045789109183892,0.9164842191627405
93,-0.09483453357808919,0.05964658858884791,1.0630275301327634
94,0.23412058678817851,-0.1421816843685746,1.1992423107724124
95,0.07573163921916405,-0.13694770935240988,1.1432389192284529
96,0.08044309619975475,0.05558884374677116,1.295647069121758
97,-0.012327470167017514,-0.10828669060073691,0.962583041431791
98,0.00706189216779862,-0.07810832378008814,1.092217634540212
99,-0.044452827594586436,-0.2712721668516897,1.085756096831163
100,-0.028743273852877716,-0.020898151751574882,0.8194501867892819
101,0.016997868209278285,-0.1541309552705015,0.5304586109204222
102,-0.15573533590764055,-0.15126904559630605,0.2390593531940695
103,-0.06145470205701749,0.07877979759691967,0.3986443843618481
104,-0.010483087452138442,0.2741152849552616,0.1072329205813297
105,-0.1483590260136427,-0.11640359221363968,0.019523350037119615
106,0.07209066480340495,-0.036847139413009176,0.14608688355212346
107,-0.23520833268521374,0.1491718923719235,-0.141048169102359
108,0.20241050759039478,-0.004154650148908103,-0.12848121886962668
109,-0.10147688602549176,-0.055828750500730454,-0.2484222391367899
110,0.016706468587928607,0.04618286176683052,-0.16170583035306185
111,-0.05289841791297106,0.06973965518861684,0.07071683023288573
112,-0.19522540546200795,0.00784102935957722,0.14359788270994597
113,0.053606352556097796,-0.13497733140328969,0.3070034398976886
114,-0.11125200316376974,-0.07512861905214546,0.48766921212264613
115,0.004642028819639216,0.05831474152949489,0.6213535257946836
116,0.11173501271693874,-0.027953176083176063,0.7380880390134016
117,0.16888584753191363,-0.10292351645160132,1.0692622061345662
118,0.015413740957711372,-0.13951739662125415,0.9374109858792342
119,-0.01978996011008472,-0.0845379873941674,1.1713349847856198
120,0.10642738868282127,0.0017261356281266062,1.0838073112631685
121,-0.03700972384623823,-0.0038835267167908008,1.394351875204277
122,-0.0973985857718442,0.12261220017066116,1.0386453372789661
123,-0.08818749280863761,-0.021972382198214256,0.7534110275956525
124,-0.016341444072095035,-0.003830370452333819,0.3761809028096891
125,0.030591724796605352,-0.03744870610943937,0.23240126956305152
126,0.0332040364024482,0.04768601359592177,0.006921690698392588
127,-0.08305439592093883,-0.18902235084237468,-0.1132738334957816
128,-0.09112277310547684,-0.1074141703550934,-0.16117690721474917
129,0.08156390870462928,0.05304752068134806,-0.13560419742672142
130,-0.13630312375995352,-0.1581064902405672,-0.010575123280803511
131,-0.019025621786986163,-0.07259548027456551,0.25986927669596366
132,0.17042685867720528,0.010468295404769424,0.5265822336564216
133,0.024188547952958217,-0.13212914151384,0.5694205118489128
134,-0.0026336279591188667,0.17069263069968066,0.8369661714639091
135,-0.09552659564302235,0.0010655712010377856,1.280631773040693
136,-0.01404737325796082,0.07377272758137685,1.076237344405585
137,-0.026528274490807607,0.0345279297880212,1.3174084471628993
138,0.11171075554674098,-0.051524063270938184,1.0828416478493164
139,0.08331184923753235,0.056546218021148134,0.8078312788806163
140,0.050781440208970456,-0.12881680519403668,0.5047211471303099
141,-0.040363694543732447,-0.05220052552765904,0.2704370907667025
142,0.07434976851241935,-0.05424168052468967,0.09926535734768056
143,0.052024195389118025,0.052094374028923196,0.08098063181698326
144,0.020043982453557298,0.13597238420239172,-0.3316750661857498
145,-0.01629090136635204,0.015312225914126452,-0.23427808668770278
146,0.08020267763059262,-0.005993734743523159,-0.2345848509033724
147,-0.04578623522799566,0.2904615140812232,0.07476022517142439
148,0.03411340127292064,0.1517126845531685,0.45787359581806314
149,-0.06871045069986845,0.020791597996927487,0.5225601109212561
150,-0.02967566902940741,-0.012603099230480384,0.7181372823551527
151,-0.047153949545169965,-0.16347847962630502,1.0298330606848256
152,-0.03772980883086291,0.20995948009607487,1.1821964493927148
153,-0.09874184607110942,-0.07820739687305935,1.2369753682223301
154,0.0364350938792227,-0.001518810755702012,1.2396751165039641
155,-0.1856408534223376,0.022662034946129415,1.0005336674876466
156,-0.009315688264190502,-0.03870880089772297,0.835051014656044
157,0.015676726237708508,0.10774994806996259,0.7649781640562837
158,0.013067756253439287,0.01841030960970519,0.3273706313557837
159,-0.19030872967671142,-0.06685191516522991,0.06102713892287761
160,-0.009361389168312698,0.09695620798329768,-0.17963024900129693
161,-0.019210313285547807,0.06824700205142223,0.01824139787949075
162,-0.06363787769195468,-0.03754484786601041,-0.1705446674083057
163,-0.08479862481339166,-0.08978505098201184,-0.046347435585977516
164,0.02515986604693418,0.014018950635520479,0.13449421788418434
165,-0.04075923263312936,-0.02139693950780019,0.07380203824890952
166,0.05112198400586604,-0.006927654030933705,0.3559255855827513
167,0.12728436429742748,-0.032268727980554995,0.8875776891126802
168,-0.11565679913850127,-0.00548430910470597,1.1823050042942191
169,0.022749545501341607,0.04845900254655792,1.1859373834687448
170,-0.10276907708021439,-0.07026713201037646,1.0305688953990482
171,0.01787751863249151,0.17272129754727442,1.1508080753332017
172,0.008757070503491974,0.029966324302966862,1.08414399996609
173,0.03628897421417256,0.08991629206244711,0.579042672861574
174,0.056874608596917266,0.058450301633725825,0.4953665338889798
175,-0.00408539633706265,-0.07875097119734216,0.376403638636008
176,-0.06264627801348945,-0.10936657867454735,-0.07261066664188716
177,0.1178718534133859,-0.07232880152968706,-0.23546445945576955
178,0.08794475627757747,-0.06406155756723296,-0.2692033308055491
179,-0.13223846489690197,0.0971196590804285,-0.20619379170237073
180,-0.026345906105704028,-0.03970457131686025,-0.08803040054698992
181,-0.04095905669532306,-0.16243132974808738,-0.01658461335882111
182,0.030461768327993383,-0.11600013252061872,0.5092321052886439
183,-0.17574562889130707,-0.03893604394339859,0.895658611123435
184,0.05485561408367021,0.08339881079257801,0.8989817035233612
185,0.014734188667059485,-0.07593176738513452,0.9251427882474766
186,0.27849710728172283,-0.22593452572372416,1.209657653558955
187,0.08338090872346378,-0.11606040996360611,1.3749268431613424
188,0.13826044284216252,0.09386721887581925,0.9831959731186697
189,0.08490893788078893,-0.1291294435240746,0.9637229568009638
190,-0.006467389519782062,0.007627015574788886,0.5666615820350165
191,-0.007424134419823951,0.04642791591584962,0.45857872405407263
192,0.000643720071238526,0.09779031181229451,0.07268151678596572
193,0.03961052431511365,0.0711125459177702,0.05091183258923054
194,-0.04518869616785267,0.008305149328788607,-0.287491510449826
195,0.026234217715905346,0.1298537707551432,-0.35875929693026165
196,0.061328640445072725,0.014304410218775996,-0.301589726417984
197,0.02575040603160141,0.06434848827887482,0.012867805098258061
198,-0.03892976832806297,-0.16758250284123144,0.23968971714962192
199,0.01566506561147619,0.057994722735029716,0.41010061729756697
