Time [s],Latitude [deg],Longitude [deg],Speed [m/s]
2.92,60.00004237837838,24.0,1.6
2.94,60.000042666666666,24.0,1.6
2.96,60.00004295495496,24.0,1.6
2.98,60.00004324324324,24.0,1.6
3.0,60.00004353153153,24.0,1.6
3.02,60.00004381981982,24.0,1.6
3.04,60.000044108108106,24.0,1.6
3.06,60.0000443963964,24.0,1.6
3.08,60.00004468468468,24.0,1.6
3.1,60.00004497297297,24.0,1.6
3.12,60.00004526126126,24.0,1.6
3.14,60.00004554954955,24.0,1.6
3.16,60.00004583783784,24.0,1.6
3.18,60.00004612612613,24.0,1.6
3.2,60.00004641441441,24.0,1.6
3.22,60.000046702702704,24.0,1.6
3.24,60.00004699099099,24.0,1.6
3.2600000000000002,60.00004727927928,24.0,1.6
3.2800000000000002,60.00004756756757,24.0,1.6
3.3000000000000003,60.000047855855854,24.0,1.6
3.3200000000000003,60.000048144144145,24.0,1.6
3.34,60.00004843243243,24.0,1.6
3.36,60.00004872072072,24.0,1.6
3.38,60.00004900900901,24.0,1.6
3.4,60.000049297297295,24.0,1.6
3.42,60.000049585585586,24.0,1.6
3.44,60.00004987387388,24.0,1.6
3.46,60.00005016216216,24.0,1.6
3.48,60.00005045045045,24.0,1.6
3.5,60.000050738738736,24.0,1.6
3.52,60.00005102702703,24.0,1.6
3.54,60.00005131531532,24.0,1.6
3.56,60.0000516036036,24.0,1.6
3.58,60.00005189189189,24.0,1.6
3.6,60.00005218018018,24.0,1.6
3.62,60.00005246846847,24.0,1.6
3.64,60.00005275675676,24.0,1.6
3.66,60.00005304504504,24.0,1.6
3.68,60.000053333333334,24.0,1.6
3.7,60.000053621621625,24.0,1.6
3.72,60.00005390990991,24.0,1.6
3.74,60.0000541981982,24.0,1.6
3.7600000000000002,60.00005448648648,24.0,1.6
3.7800000000000002,60.000054774774775,24.0,1.6
3.8000000000000003,60.000055063063066,24.0,1.6
3.8200000000000003,60.00005535135135,24.0,1.6
3.84,60.00005563963964,24.0,1.6
3.86,60.000055927927924,24.0,1.6
3.88,60.000056216216215,24.0,1.6
3.9,60.00005650450451,24.0,1.6
3.92,60.00005679279279,24.0,1.6
3.94,60.00005708108108,24.0,1.6
3.96,60.00005736936937,24.0,1.6
3.98,60.000057657657656,24.0,1.6
4.0,60.00005794594595,24.0,1.6
4.0200000000000005,60.00005823423423,24.0,1.6
4.04,60.00005852252252,24.0,1.6
4.0600000000000005,60.00005881081081,24.0,1.6
4.08,60.0000590990991,24.0,1.6
4.1,60.00005938738739,24.0,1.6
4.12,60.00005967567568,24.0,1.6
4.14,60.00005996396396,24.0,1.6
4.16,60.000060252252254,24.0,1.6
4.18,60.00006054054054,24.0,1.6
4.2,60.00006082882883,24.0,1.6
4.22,60.00006111711712,24.0,1.6
4.24,60.000061405405404,24.0,1.6
4.26,60.000061693693695,24.0,1.6
4.28,60.00006198198198,24.0,1.6
4.3,60.00006227027027,24.0,1.6
4.32,60.00006255855856,24.0,1.6
4.34,60.000062846846845,24.0,1.6
4.36,60.000063135135136,24.0,1.6
4.38,60.00006342342343,24.0,1.6
4.4,60.00006371171171,24.0,1.6
4.42,60.000064,24.0,1.6
4.44,60.000064288288286,24.0,1.6
4.46,60.00006457657658,24.0,1.6
4.48,60.00006486486487,24.0,1.6
4.5,60.00006515315315,24.0,1.6
4.5200000000000005,60.00006544144144,24.0,1.6
4.54,60.00006572972973,24.0,1.6
4.5600000000000005,60.00006601801802,24.0,1.6
4.58,60.00006630630631,24.0,1.6
4.6000000000000005,60.00006659459459,24.0,1.6
4.62,60.000066882882884,24.0,1.6
4.64,60.000067171171175,24.0,1.6
4.66,60.00006745945946,24.0,1.6
4.68,60.00006774774775,24.0,1.6
4.7,60.00006803603603,24.0,1.6
4.72,60.000068324324324,24.0,1.6
4.74,60.000068612612615,24.0,1.6
4.76,60.0000689009009,24.0,1.6
4.78,60.00006918918919,24.0,1.6
4.8,60.000069477477474,24.0,1.6
4.82,60.000069765765765,24.0,1.6
4.84,60.000070054054056,24.0,1.6
4.86,60.00007034234234,24.0,1.6
4.88,60.00007063063063,24.0,1.6
4.9,60.00007091891892,24.0,1.6
4.92,60.000071207207206,24.0,1.6
4.94,60.0000714954955,24.0,1.6
4.96,60.00007178378378,24.0,1.6
4.98,60.00007207207207,24.0,1.6
5.0,60.00007236036036,24.0,1.6
5.0200000000000005,60.00007264864865,24.0,1.6
5.04,60.00007293693694,24.0,1.6
5.0600000000000005,60.00007322522522,24.0,1.6
5.08,60.00007351351351,24.0,1.6
5.1000000000000005,60.000073801801804,24.0,1.6
5.12,60.00007409009009,24.0,1.6
5.14,60.00007437837838,24.0,1.6
5.16,60.00007466666667,24.0,1.6
5.18,60.000074954954954,24.0,1.6
5.2,60.000075243243245,24.0,1.6
5.22,60.00007553153153,24.0,1.6
5.24,60.00007581981982,24.0,1.6
5.26,60.00007610810811,24.0,1.6
5.28,60.000076396396395,24.0,1.6
5.3,60.000076684684686,24.0,1.6
5.32,60.00007697297297,24.0,1.6
5.34,60.00007726126126,24.0,1.6
5.36,60.00007754954955,24.0,1.6
5.38,60.000077837837836,24.0,1.6
5.4,60.00007812612613,24.0,1.6
5.42,60.00007841441442,24.0,1.6
5.44,60.0000787027027,24.0,1.6
5.46,60.00007899099099,24.0,1.6
5.48,60.00007927927928,24.0,1.6
5.5,60.00007956756757,24.0,1.6
5.5200000000000005,60.00007985585586,24.0,1.6
5.54,60.00008014414414,24.0,1.6
5.5600000000000005,60.00008043243243,24.0,1.6
5.58,60.00008072072072,24.0,1.6
5.6000000000000005,60.00008100900901,24.0,1.6
5.62,60.0000812972973,24.0,1.6
5.64,60.00008158558558,24.0,1.6
5.66,60.000081873873874,24.0,1.6
5.68,60.000082162162165,24.0,1.6
5.7,60.00008245045045,24.0,1.6
5.72,60.00008273873874,24.0,1.6
5.74,60.000083027027024,24.0,1.6
5.76,60.000083315315315,24.0,1.6
5.78,60.000083603603606,24.0,1.6
5.8,60.00008389189189,24.0,1.6
5.82,60.00008418018018,24.0,1.6
5.84,60.000084468468465,24.0,1.6
5.86,60.000084756756756,24.0,1.6
5.88,60.00008504504505,24.0,1.6
5.9,60.00008533333333,24.0,1.6
5.92,60.00008562162162,24.0,1.6
5.94,60.00008590990991,24.0,1.6
5.96,60.0000861981982,24.0,1.6
5.98,60.00008648648649,24.0,1.6
6.0,60.00008677477477,24.0,1.6
6.0200000000000005,60.00008706306306,24.0,1.6
6.04,60.000087351351354,24.0,1.6
6.0600000000000005,60.00008763963964,24.0,1.6
6.08,60.00008792792793,24.0,1.6
6.1000000000000005,60.00008821621621,24.0,1.6
6.12,60.000088504504504,24.0,1.6
6.140000000000001,60.000088792792795,24.0,1.6
6.16,60.00008908108108,24.0,1.6
6.18,60.00008936936937,24.0,1.6
6.2,60.00008965765766,24.0,1.6
6.22,60.000089945945945,24.0,1.6
6.24,60.000090234234236,24.0,1.6
6.26,60.00009052252252,24.0,1.6
6.28,60.00009081081081,24.0,1.6
6.3,60.0000910990991,24.0,1.6
6.32,60.000091387387386,24.0,1.6
6.34,60.00009167567568,24.0,1.6
6.36,60.00009196396396,24.0,1.6
6.38,60.00009225225225,24.0,1.6
6.4,60.00009254054054,24.0,1.6
6.42,60.000092828828826,24.0,1.6
6.44,60.00009311711712,24.0,1.6
6.46,60.00009340540541,24.0,1.6
6.48,60.00009369369369,24.0,1.6
6.5,60.00009398198198,24.0,1.6
6.5200000000000005,60.00009427027027,24.0,1.6
6.54,60.00009455855856,24.0,1.6
6.5600000000000005,60.00009484684685,24.0,1.6
6.58,60.00009513513513,24.0,1.6
6.6000000000000005,60.000095423423424,24.0,1.6
6.62,60.00009571171171,24.0,1.6
6.640000000000001,60.000096,24.0,1.6
6.66,60.00009628828829,24.0,1.6
6.68,60.000096576576574,24.0,1.6
6.7,60.000096864864865,24.0,1.6
6.72,60.000097153153156,24.0,1.6
6.74,60.00009744144144,24.0,1.6
6.76,60.00009772972973,24.0,1.6
6.78,60.000098018018015,24.0,1.6
6.8,60.000098306306306,24.0,1.6
6.82,60.0000985945946,24.0,1.6
6.84,60.00009888288288,24.0,1.6
6.86,60.00009917117117,24.0,1.6
6.88,60.00009945945946,24.0,1.6
6.9,60.00009974774775,24.0,1.6
6.92,60.00010003603604,24.0,1.6
6.94,60.00010032432432,24.0,1.6
6.96,60.00010061261261,24.0,1.6
6.98,60.000100900900904,24.0,1.6
7.0,60.00010118918919,24.0,1.6
7.0200000000000005,60.00010147747748,24.0,1.6
7.04,60.00010176576576,24.0,1.6
7.0600000000000005,60.000102054054054,24.0,1.6
7.08,60.000102342342345,24.0,1.6
7.1000000000000005,60.00010263063063,24.0,1.6
7.12,60.00010291891892,24.0,1.6
7.140000000000001,60.00010320720721,24.0,1.6
7.16,60.000103495495495,24.0,1.6
7.18,60.000103783783786,24.0,1.6
7.2,60.00010407207207,24.0,1.6
7.22,60.00010436036036,24.0,1.6
7.24,60.00010464864865,24.0,1.6
7.26,60.000104936936935,24.0,1.6
7.28,60.00010522522523,24.0,1.6
7.3,60.00010551351351,24.0,1.6
7.32,60.0001058018018,24.0,1.6
7.34,60.00010609009009,24.0,1.6
7.36,60.000106378378376,24.0,1.6
7.38,60.00010666666667,24.0,1.6
7.4,60.00010695495496,24.0,1.6
7.42,60.00010724324324,24.0,1.6
7.44,60.00010753153153,24.0,1.6
7.46,60.00010781981982,24.0,1.6
7.48,60.00010810810811,24.0,1.6
7.5,60.0001083963964,24.0,1.6
7.5200000000000005,60.00010868468468,24.0,1.6
7.54,60.000108972972974,24.0,1.6
7.5600000000000005,60.00010926126126,24.0,1.6
7.58,60.00010954954955,24.0,1.6
7.6000000000000005,60.00010983783784,24.0,1.6
7.62,60.000110126126124,24.0,1.6
7.640000000000001,60.000110414414415,24.0,1.6
7.66,60.000110702702706,24.0,1.6
7.68,60.00011099099099,24.0,1.6
7.7,60.00011127927928,24.0,1.6
7.72,60.000111567567565,24.0,1.6
7.74,60.000111855855856,24.0,1.6
7.76,60.00011214414415,24.0,1.6
7.78,60.00011243243243,24.0,1.6
7.8,60.00011272072072,24.0,1.6
7.82,60.000113009009006,24.0,1.6
7.84,60.0001132972973,24.0,1.6
7.86,60.00011358558559,24.0,1.6
7.88,60.00011387387387,24.0,1.6
7.9,60.00011416216216,24.0,1.6
7.92,60.000114450450454,24.0,1.6
7.94,60.00011473873874,24.0,1.6
7.96,60.00011502702703,24.0,1.6
7.98,60.00011531531531,24.0,1.6
8.0,60.000115603603604,24.0,1.6
8.02,60.000115891891895,24.0,1.6
8.040000000000001,60.00011618018018,24.0,1.6
8.06,60.00011646846847,24.0,1.6
8.08,60.00011675675675,24.0,1.6
8.1,60.000117045045045,24.0,1.6
8.120000000000001,60.000117333333336,24.0,1.6
8.14,60.00011762162162,24.0,1.6
8.16,60.00011790990991,24.0,1.6
8.18,60.0001181981982,24.0,1.6
8.2,60.000118486486485,24.0,1.6
8.22,60.000118774774776,24.0,1.6
8.24,60.00011906306306,24.0,1.6
8.26,60.00011935135135,24.0,1.6
8.28,60.00011963963964,24.0,1.6
8.3,60.000119927927926,24.0,1.6
8.32,60.00012021621622,24.0,1.6
8.34,60.0001205045045,24.0,1.6
8.36,60.00012079279279,24.0,1.6
8.38,60.00012108108108,24.0,1.6
8.4,60.00012136936937,24.0,1.6
8.42,60.00012165765766,24.0,1.6
8.44,60.00012194594595,24.0,1.6
8.46,60.00012223423423,24.0,1.6
8.48,60.000122522522524,24.0,1.6
8.5,60.00012281081081,24.0,1.6
8.52,60.0001230990991,24.0,1.6
8.540000000000001,60.00012338738739,24.0,1.6
8.56,60.000123675675674,24.0,1.6
8.58,60.000123963963965,24.0,1.6
8.6,60.00012425225225,24.0,1.6
8.620000000000001,60.00012454054054,24.0,1.6
8.64,60.00012482882883,24.0,1.6
8.66,60.000125117117115,24.0,1.6
8.68,60.000125405405406,24.0,1.6
8.700000000000001,60.0001256936937,24.0,1.6
8.72,60.00012598198198,24.0,1.6
8.74,60.00012627027027,24.0,1.6
8.76,60.000126558558556,24.0,1.6
8.78,60.00012684684685,24.0,1.6
8.8,60.00012713513514,24.0,1.6
8.82,60.00012742342342,24.0,1.6
8.84,60.00012771171171,24.0,1.6
8.86,60.000128,24.0,1.6
8.88,60.00012828828829,24.0,1.6
8.9,60.00012857657658,24.0,1.6
8.92,60.00012886486486,24.0,1.6
8.94,60.00012915315315,24.0,1.6
8.96,60.000129441441445,24.0,1.6
8.98,60.00012972972973,24.0,1.6
9.0,60.00013001801802,24.0,1.6
9.02,60.0001303063063,24.0,1.6
9.040000000000001,60.000130594594594,24.0,1.6
9.06,60.000130882882885,24.0,1.6
9.08,60.00013117117117,24.0,1.6
9.1,60.00013145945946,24.0,1.6
9.120000000000001,60.000131747747744,24.0,1.6
9.14,60.000132036036035,24.0,1.6
9.16,60.000132324324326,24.0,1.6
9.18,60.00013261261261,24.0,1.6
9.200000000000001,60.0001329009009,24.0,1.6
9.22,60.00013318918919,24.0,1.6
9.24,60.000133477477476,24.0,1.6
9.26,60.00013376576577,24.0,1.6
9.28,60.00013405405405,24.0,1.6
9.3,60.00013434234234,24.0,1.6
9.32,60.00013463063063,24.0,1.6
9.34,60.00013491891892,24.0,1.6
9.36,60.00013520720721,24.0,1.6
9.38,60.00013549549549,24.0,1.6
9.4,60.00013578378378,24.0,1.6
9.42,60.000136072072074,24.0,1.6
9.44,60.00013636036036,24.0,1.6
9.46,60.00013664864865,24.0,1.6
9.48,60.00013693693694,24.0,1.6
9.5,60.000137225225224,24.0,1.6
9.52,60.000137513513515,24.0,1.6
9.540000000000001,60.0001378018018,24.0,1.6
9.56,60.00013809009009,24.0,1.6
9.58,60.00013837837838,24.0,1.6
9.6,60.000138666666665,24.0,1.6
9.620000000000001,60.000138954954956,24.0,1.6
9.64,60.00013924324325,24.0,1.6
9.66,60.00013953153153,24.0,1.6
9.68,60.00013981981982,24.0,1.6
9.700000000000001,60.000140108108106,24.0,1.6
9.72,60.0001403963964,24.0,1.6
9.74,60.00014068468469,24.0,1.6
9.76,60.00014097297297,24.0,1.6
9.78,60.00014126126126,24.0,1.6
9.8,60.00014154954955,24.0,1.6
9.82,60.00014183783784,24.0,1.6
9.84,60.00014212612613,24.0,1.6
9.86,60.00014241441441,24.0,1.6
9.88,60.0001427027027,24.0,1.6
9.9,60.000142990990994,24.0,1.6
9.92,60.00014327927928,24.0,1.6
9.94,60.00014356756757,24.0,1.6
9.96,60.00014385585585,24.0,1.6
9.98,60.000144144144144,24.0,1.6
10.0,60.000144432432435,24.0,1.6
10.02,60.00014472072072,24.0,1.6
10.040000000000001,60.00014500900901,24.0,1.6
10.06,60.000145297297294,24.0,1.6
10.08,60.000145585585585,24.0,1.6
10.1,60.000145873873876,24.0,1.6
10.120000000000001,60.00014616216216,24.0,1.6
10.14,60.00014645045045,24.0,1.6
10.16,60.00014673873874,24.0,1.6
10.18,60.000147027027026,24.0,1.6
10.200000000000001,60.00014731531532,24.0,1.6
10.22,60.0001476036036,24.0,1.6
10.24,60.00014789189189,24.0,1.6
10.26,60.00014818018018,24.0,1.6
10.28,60.00014846846847,24.0,1.6
10.3,60.00014875675676,24.0,1.6
10.32,60.00014904504504,24.0,1.6
10.34,60.00014933333333,24.0,1.6
10.36,60.000149621621624,24.0,1.6
10.38,60.00014990990991,24.0,1.6
10.4,60.0001501981982,24.0,1.6
10.42,60.00015048648649,24.0,1.6
10.44,60.000150774774774,24.0,1.6
10.46,60.000151063063065,24.0,1.6
10.48,60.00015135135135,24.0,1.6
10.5,60.00015163963964,24.0,1.6
10.52,60.00015192792793,24.0,1.6
10.540000000000001,60.000152216216215,24.0,1.6
10.56,60.000152504504506,24.0,1.6
10.58,60.00015279279279,24.0,1.6
10.6,60.00015308108108,24.0,1.6
10.620000000000001,60.00015336936937,24.0,1.6
10.64,60.000153657657656,24.0,1.6
10.66,60.00015394594595,24.0,1.6
10.68,60.00015423423424,24.0,1.6
10.700000000000001,60.00015452252252,24.0,1.6
10.72,60.00015481081081,24.0,1.6
10.74,60.000155099099096,24.0,1.6
10.76,60.00015538738739,24.0,1.6
10.78,60.00015567567568,24.0,1.6
10.8,60.00015596396396,24.0,1.6
10.82,60.00015625225225,24.0,1.6
10.84,60.00015654054054,24.0,1.6
10.86,60.00015682882883,24.0,1.6
10.88,60.00015711711712,24.0,1.6
10.9,60.0001574054054,24.0,1.6
10.92,60.000157693693694,24.0,1.6
10.94,60.000157981981985,24.0,1.6
10.96,60.00015827027027,24.0,1.6
10.98,60.00015855855856,24.0,1.6
11.0,60.000158846846844,24.0,1.6
11.02,60.000159135135135,24.0,1.6
11.040000000000001,60.000159423423426,24.0,1.6
11.06,60.00015971171171,24.0,1.6
11.08,60.00016,24.0,1.6
11.1,60.000160288288285,24.0,1.6
11.120000000000001,60.000160576576576,24.0,1.6
11.14,60.00016086486487,24.0,1.6
11.16,60.00016115315315,24.0,1.6
11.18,60.00016144144144,24.0,1.6
11.200000000000001,60.00016172972973,24.0,1.6
11.22,60.00016201801802,24.0,1.6
11.24,60.00016230630631,24.0,1.6
11.26,60.00016259459459,24.0,1.6
11.28,60.00016288288288,24.0,1.6
11.3,60.000163171171174,24.0,1.6
11.32,60.00016345945946,24.0,1.6
11.34,60.00016374774775,24.0,1.6
11.36,60.00016403603603,24.0,1.6
11.38,60.000164324324324,24.0,1.6
11.4,60.000164612612615,24.0,1.6
11.42,60.0001649009009,24.0,1.6
11.44,60.00016518918919,24.0,1.6
11.46,60.00016547747748,24.0,1.6
11.48,60.000165765765765,24.0,1.6
11.5,60.000166054054056,24.0,1.6
11.52,60.00016634234234,24.0,1.6
11.540000000000001,60.00016663063063,24.0,1.6
11.56,60.00016691891892,24.0,1.6
11.58,60.000167207207205,24.0,1.6
11.6,60.000167495495496,24.0,1.6
11.620000000000001,60.00016778378378,24.0,1.6
11.64,60.00016807207207,24.0,1.6
11.66,60.00016836036036,24.0,1.6
11.68,60.000168648648646,24.0,1.6
11.700000000000001,60.00016893693694,24.0,1.6
11.72,60.00016922522523,24.0,1.6
11.74,60.00016951351351,24.0,1.6
11.76,60.0001698018018,24.0,1.6
11.78,60.00017009009009,24.0,1.6
11.8,60.00017037837838,24.0,1.6
11.82,60.00017066666667,24.0,1.6
11.84,60.00017095495495,24.0,1.6
11.86,60.000171243243244,24.0,1.6
11.88,60.00017153153153,24.0,1.6
11.9,60.00017181981982,24.0,1.6
11.92,60.00017210810811,24.0,1.6
11.94,60.000172396396394,24.0,1.6
11.96,60.000172684684685,24.0,1.6
11.98,60.000172972972976,24.0,1.6
12.0,60.00017326126126,24.0,1.6
12.02,60.00017354954955,24.0,1.6
12.040000000000001,60.000173837837835,24.0,1.6
12.06,60.000174126126126,24.0,1.6
12.08,60.00017441441442,24.0,1.6
12.1,60.0001747027027,24.0,1.6
12.120000000000001,60.00017499099099,24.0,1.6
12.14,60.000175279279276,24.0,1.6
12.16,60.00017556756757,24.0,1.6
12.18,60.00017585585586,24.0,1.6
12.200000000000001,60.00017614414414,24.0,1.6
12.22,60.00017643243243,24.0,1.6
12.24,60.000176720720724,24.0,1.6
12.26,60.00017700900901,24.0,1.6
12.280000000000001,60.0001772972973,24.0,1.6
12.3,60.00017758558558,24.0,1.6
12.32,60.000177873873874,24.0,1.6
12.34,60.000178162162165,24.0,1.6
12.36,60.00017845045045,24.0,1.6
12.38,60.00017873873874,24.0,1.6
12.4,60.00017902702703,24.0,1.6
12.42,60.000179315315314,24.0,1.6
12.44,60.000179603603605,24.0,1.6
12.46,60.00017989189189,24.0,1.6
12.48,60.00018018018018,24.0,1.6
12.5,60.00018046846847,24.0,1.6
12.52,60.000180756756755,24.0,1.6
12.540000000000001,60.000181045045046,24.0,1.6
12.56,60.00018133333333,24.0,1.6
12.58,60.00018162162162,24.0,1.6
12.6,60.00018190990991,24.0,1.6
12.620000000000001,60.000182198198196,24.0,1.6
12.64,60.00018248648649,24.0,1.6
12.66,60.00018277477478,24.0,1.6
12.68,60.00018306306306,24.0,1.6
12.700000000000001,60.00018335135135,24.0,1.6
12.72,60.00018363963964,24.0,1.6
12.74,60.00018392792793,24.0,1.6
12.76,60.00018421621622,24.0,1.6
12.780000000000001,60.0001845045045,24.0,1.6
12.8,60.000184792792794,24.0,1.6
12.82,60.00018508108108,24.0,1.6
12.84,60.00018536936937,24.0,1.6
12.86,60.00018565765766,24.0,1.6
12.88,60.000185945945944,24.0,1.6
12.9,60.000186234234235,24.0,1.6
12.92,60.000186522522526,24.0,1.6
12.94,60.00018681081081,24.0,1.6
12.96,60.0001870990991,24.0,1.6
12.98,60.000187387387385,24.0,1.6
13.0,60.000187675675676,24.0,1.6
13.02,60.00018796396397,24.0,1.6
13.040000000000001,60.00018825225225,24.0,1.6
13.06,60.00018854054054,24.0,1.6
13.08,60.000188828828826,24.0,1.6
13.1,60.00018911711712,24.0,1.6
13.120000000000001,60.00018940540541,24.0,1.6
13.14,60.00018969369369,24.0,1.6
13.16,60.00018998198198,24.0,1.6
13.18,60.000190270270274,24.0,1.6
13.200000000000001,60.00019055855856,24.0,1.6
13.22,60.00019084684685,24.0,1.6
13.24,60.00019113513513,24.0,1.6
13.26,60.00019142342342,24.0,1.6
13.280000000000001,60.000191711711715,24.0,1.6
13.3,60.000192,24.0,1.6
13.32,60.00019228828829,24.0,1.6
13.34,60.00019257657657,24.0,1.6
13.36,60.000192864864864,24.0,1.6
13.38,60.000193153153155,24.0,1.6
13.4,60.00019344144144,24.0,1.6
13.42,60.00019372972973,24.0,1.6
13.44,60.00019401801802,24.0,1.6
13.46,60.000194306306305,24.0,1.6
13.48,60.000194594594596,24.0,1.6
13.5,60.00019488288288,24.0,1.6
13.52,60.00019517117117,24.0,1.6
13.540000000000001,60.00019545945946,24.0,1.6
